CMDLINE python -m bench.bench_snapshotter sqlite /Users/joe.lynch/Aiven/ClickHouse/contrib/ /tmp/snapshot_dst 5
MEM 0.234375 1695383654.4745
MEM 16.484375 1695383654.5885
MEM 19.031250 1695383654.7013
MEM 21.984375 1695383654.8156
MEM 35.640625 1695383654.9281
MEM 59.281250 1695383655.0409
MEM 59.906250 1695383655.1535
MEM 60.156250 1695383655.2661
MEM 60.328125 1695383655.3784
MEM 60.531250 1695383655.4877
MEM 60.750000 1695383655.6002
MEM 60.875000 1695383655.7127
MEM 61.031250 1695383655.8250
MEM 63.046875 1695383655.9372
MEM 63.187500 1695383656.0502
MEM 63.390625 1695383656.1628
MEM 63.546875 1695383656.2755
MEM 63.671875 1695383656.3860
MEM 63.796875 1695383656.4966
MEM 63.953125 1695383656.6088
MEM 64.062500 1695383656.7181
MEM 64.203125 1695383656.8310
MEM 64.359375 1695383656.9438
MEM 64.500000 1695383657.0552
MEM 64.640625 1695383657.1679
MEM 64.796875 1695383657.2805
MEM 65.031250 1695383657.3913
MEM 65.234375 1695383657.5037
MEM 65.359375 1695383657.6165
MEM 65.515625 1695383657.7294
MEM 65.671875 1695383657.8421
MEM 65.875000 1695383657.9552
MEM 66.000000 1695383658.0634
MEM 66.140625 1695383658.1750
MEM 66.296875 1695383658.2877
MEM 66.421875 1695383658.4002
MEM 66.546875 1695383658.5129
MEM 66.687500 1695383658.6258
MEM 66.843750 1695383658.7390
MEM 66.953125 1695383658.8514
MEM 67.125000 1695383658.9638
MEM 67.218750 1695383659.0769
MEM 67.343750 1695383659.1901
MEM 69.312500 1695383659.2997
MEM 69.421875 1695383659.4119
MEM 69.578125 1695383659.5241
MEM 69.718750 1695383659.6364
MEM 69.859375 1695383659.7486
MEM 69.937500 1695383659.8610
MEM 70.062500 1695383659.9729
MEM 70.218750 1695383660.0830
MEM 70.375000 1695383660.1952
MEM 70.468750 1695383660.3077
MEM 70.593750 1695383660.4199
MEM 70.703125 1695383660.5325
MEM 70.796875 1695383660.6456
MEM 70.906250 1695383660.7580
MEM 71.000000 1695383660.8704
MEM 71.109375 1695383660.9831
MEM 71.187500 1695383661.0956
MEM 71.296875 1695383661.2084
MEM 71.781250 1695383661.3187
MEM 71.968750 1695383661.4293
MEM 72.171875 1695383661.5419
MEM 72.375000 1695383661.6499
MEM 72.484375 1695383661.7592
MEM 72.578125 1695383661.8715
MEM 72.703125 1695383661.9799
MEM 72.812500 1695383662.0924
MEM 72.968750 1695383662.2047
MEM 73.109375 1695383662.3171
MEM 73.234375 1695383662.4250
MEM 73.421875 1695383662.5338
MEM 73.578125 1695383662.6424
MEM 73.687500 1695383662.7551
MEM 73.812500 1695383662.8677
MEM 73.937500 1695383662.9803
MEM 74.046875 1695383663.0928
MEM 74.125000 1695383663.2058
MEM 74.250000 1695383663.3165
MEM 74.375000 1695383663.4259
MEM 74.453125 1695383663.5339
MEM 76.406250 1695383663.6469
MEM 76.500000 1695383663.7594
MEM 76.562500 1695383663.8711
MEM 76.640625 1695383663.9840
MEM 76.734375 1695383664.0964
MEM 76.828125 1695383664.2097
MEM 76.906250 1695383664.3223
MEM 77.000000 1695383664.4345
MEM 77.187500 1695383664.5467
MEM 77.296875 1695383664.6594
MEM 77.406250 1695383664.7720
MEM 77.500000 1695383664.8800
MEM 77.593750 1695383664.9922
MEM 77.687500 1695383665.1045
MEM 77.796875 1695383665.2170
MEM 77.890625 1695383665.3291
MEM 77.984375 1695383665.4413
MEM 78.046875 1695383665.5535
MEM 78.140625 1695383665.6657
MEM 78.218750 1695383665.7778
MEM 78.312500 1695383665.8900
MEM 78.421875 1695383666.0022
MEM 78.500000 1695383666.1143
MEM 78.609375 1695383666.2266
MEM 78.718750 1695383666.3391
MEM 78.812500 1695383666.4517
